son,parent
1245065,1122760
1877182,746260
1255573,746260
1187183,1330039
2460743,546128
1221146,769686
1635992,1266621
1141767,1266621
1040397,1054453
1834844,1172311
2424313,2424312
1205117,759295
1342144,1266621
1278989,1266621
2458241,1243848
1065405,756461
1557565,756461
1009476,756461
1013347,1246014
1956626,1266626
1545598,1266626
1522014,1266626
1255677,2490976
1240407,1243848
1887860,1266626
1165869,1031102
1527813,1031102
1451522,1271297
1074489,1031102
1922633,380163
1247955,750658
1065855,758436
1451750,783382
1317532,1278225
1658332,1629947
2393919,1075152
2165903,38153
1893367,720941
1029394,1011367
1130318,1013540
1148457,1265853
1012090,1059496
2487311,1141184
1281972,1142260
1126651,1262163
1117371,1262163
1651642,38153
740501,38153
1739138,1250500
2433732,2060049
1174829,1262373
1373962,1264907
1185319,1266708
1066320,1047453
1084985,1132774
1283491,1144448
1215195,1175833
1170757,1175833
1108304,1231617
1015298,126609
1456137,728201
1135475,1029462
1315509,1293875
1243558,1214484
1223488,758327
1180994,758327
1302704,1214484
1121960,742968
2298916,1025465
1070340,1274090
1050036,1267691
1096546,731266
1531064,1531062
1077572,1046730
1064533,1065820
1072536,1079449
1024040,1228385
1782159,1228385
1148165,2489647
2386352,754906
1327002,1262355
2273160,1281947
2327576,2489647
1000134,1231620
1669676,722793
1634772,722793
1160760,746859
1080471,1765473
2309929,770845
1160732,795948
1084808,1005644
1108974,1264465
1317236,1272338
1148795,1275195
1217882,1033300
1102742,1090386
1118956,1015633
1989448,1081583
1865204,1081583
2395363,1081583
1353779,740556
1339210,740556
1975429,745425
1448362,745425
1206670,759561
1139392,759561
1072319,759561
1090350,787029
1008868,790149
1112038,1251197
2080067,1265298
1138188,1027080
1242815,1027080
1187989,2353794
1318987,1150656
1376705,508998
2372771,735175
1074456,760564
1081130,1003515
2347391,1004511
2484298,1253072
1296225,1262359
1262266,1262359
1146918,1266690
2083064,1027019
1719380,727070
1265974,727070
1248297,1241396
1192120,1046730
1129298,1046730
1126378,1046730
1337283,1301933
1152653,1088352
1034257,1088352
1232530,1088352
1076800,1155208
1255838,1175417
1288783,1228385
1097260,620792
1061902,1281947
1117034,1108768
1191737,2489647
1231659,1139789
1707951,1751142
1660226,1751142
2260122,1751142
2418159,1751142
2131235,730986
1946753,730986
1071280,730986
1037917,730986
1891225,730986
1107287,730986
1705967,730986
1022304,730986
1746417,730986
1078300,1751142
2241319,741126
1287741,1252350
2491307,1256402
1091202,1262241
1208526,1264333
2260457,1265305
1266707,1269923
1790256,1073499
2352163,2392057
103886,2440004
1148559,1265305
1026797,1265305
1162016,1025641
2288862,739281
2133861,1250500
1194429,1266338
1245805,1029973
1311426,1311425
2192959,1124339
1111033,1124339
1256222,1135889
1789171,1464963
792282,1202132
1314478,1228367
1291254,2489960
2395005,352240
1151141,726372
2494518,1250873
1128135,1282155
1271742,1037748
2344637,1289596
2399013,1107311
2059949,2489501
1060841,1011518
1271473,1271481
1025637,1228285
1030873,1271481
2470985,787593
2396248,787593
1281589,787593
1030070,787593
1020967,1249310
775078,1013974
1331615,1267256
2288615,1025525
1072312,1025525
1812065,1025525
1762016,1025525
1192122,1332116
2322077,2491680
1098227,1013974
1063590,1332116
2398531,1250219
1178042,248298
1062861,248298
2139117,1760464
475050,786721
1070033,1284791
1045077,1065361
1157369,787235
1976095,1244902
1031343,728201
1097438,1265737
1701270,1265825
1059175,1265885
2041955,1266106
1071611,1022370
1256784,1059452
1193138,1059492
1078141,1222800
1117381,758327
1079575,758327
1037584,758327
1027127,758327
2245236,1059492
1279420,1214484
1278922,1214484
1006631,28705
1241306,767807
1185607,1253562
731106,1267691
1456425,1337100
2462050,1125177
1333252,1145227
2276323,2461888
1394110,1266762
1172087,1271460
1106693,727070
1072033,754906
1976338,1507078
756951,1265985
2433832,1278253
2319037,1280967
1167638,1046730
1117000,1046730
2480442,1088352
1249560,1175417
1869821,754906
2131407,754906
1054071,1281947
1026251,2489647
2489585,725363
1123003,728327
1473032,1258859
1101717,1265876
1031733,1267338
2038421,1025291
1842543,1032332
1245211,1280610
1117104,1098032
1304811,1130502
1283107,725363
1609123,1025291
1347537,1015633
1989447,1081583
2035297,1081583
1231245,745425
1269706,745425
1604194,759561
484660,237008
1972286,352240
2101356,352240
1427300,490378
1032745,726372
798286,744434
1060785,1010417
1632802,1264161
794887,1265787
2050765,1266510
1205231,1107311
2399009,1107311
1051617,1107311
2439072,1178588
1155739,751197
1118739,1265787
1180049,1271481
1534416,728201
2042501,741208
1219029,758327
1137436,1266106
2434434,1307930
2117812,1480752
1250817,1284631
1218881,28705
2326249,752272
1279087,1265176
1133279,1265973
1199513,1267691
1277991,1272862
1888735,1158878
1045430,754906
1781791,754906
1149953,1250119
1020240,1046730
1134613,1262355
1210303,1108768
2013908,2489647
2327575,2489647
2442216,722793
2209459,722793
1072694,725363
1064777,725363
1052704,746859
1034688,770845
1273357,1005644
1083337,1266641
1243684,1280610
2089075,1290790
1512824,1092538
1283279,725363
1659676,1081583
2117481,1081583
2071635,1081583
1323104,745425
2095837,759561
1759450,787029
789321,1250237
1043872,1262437
1277959,1308748
1274626,1058461
1192520,1078266
1021914,1089233
1252605,1025910
1249931,1284267
1103305,1082711
798276,1214506
2405139,1271654
2016661,720939
2016653,720939
1051832,720939
1461458,1250194
2363624,1102629
1646420,569145
2414457,727260
1401190,727260
2014350,739281
1202023,790237
1205792,1017195
1125597,1265748
2365401,1266338
772171,1266338
1736312,1124339
1651668,1124339
1034271,1124339
1011759,1124339
2496415,1421872
1185444,1175833
1097633,1175833
1219188,1228367
1009052,237008
1256571,726372
1054079,751197
1045290,751197
2322599,1265695
1820538,1265739
2233841,1296969
1784702,1107311
1721159,1172071
1193409,1265827
2410401,1011518
1060689,1228285
1256704,1271481
1739074,1250500
1256401,1250500
1280742,1252627
1003517,1266338
1184664,1266708
1677374,1029973
2175233,1029973
1506955,2489960
2101347,352240
1127801,758357
1155322,1016007
1064697,1265695
2403118,1265739
1599181,1265739
1062320,1265827
1056473,1051278
2205324,1172071
1080768,1178588
2334577,1180041
1780936,2489501
2493963,2493964
1031157,1457453
1020438,1457453
1055281,1011518
2315292,1011518
1037898,1271481
1417501,787593
2410306,1003036
2377566,1025525
1109930,1025525
1823509,1025525
1790797,1025525
1206766,1273388
1173483,1062378
1454739,1332116
1454281,1332116
1454165,1332116
1074034,1332116
1002030,1207062
1201385,787593
1056907,1262204
1333957,787593
1224849,1332116
1335684,1332116
1452000,22873
1281805,248298
2206571,786721
2333681,786721
2355169,1266713
1047636,1097515
2328405,1216724
1218838,2489640
1152628,2489640
1169100,787235
2496063,1231617
2474783,1231617
1103457,1231617
1017637,728201
2041960,1266106
1150441,1022370
2200758,1352870
2431178,1124539
1267975,1155665
1197920,1222800
1283794,1228398
1063862,758327
1769147,1265873
2446239,1284631
1098943,742968
1060638,742968
1009206,742968
1335551,782135
1271848,1247426
1041074,2045711
1147771,1265176
2279380,1267691
2496023,1271460
1450045,1271460
1091699,731266
1036675,1250119
1351976,1542115
1040930,1046730
2110888,1088211
2173357,1088352
1152584,1218779
1118505,2489647
1074347,1281947
1057674,1281947
1038572,1281947
1240486,1281947
1356529,1108768
1611919,2489647
1965688,725363
1057678,725363
1056361,725363
1299919,725363
1867871,728327
1335813,728327
1772118,1765473
1138208,770845
1097257,1250097
1228399,1250285
1102059,1005644
1064115,1005644
1034727,1005644
2260458,1271506
1842544,1032332
1074660,1033300
2390159,1290790
1833694,1290790
1270111,1090386
1642291,1868574
1269645,2491987
1283116,725363
1283080,725363
1022447,1227893
1156760,1081583
1719100,745425
1447149,745425
1277108,745425
1967775,759561
1094269,1265298
636691,745425
2010655,735175
2188876,735175
1070380,735175
774372,759344
2285460,1251880
1421450,1253072
1474524,1337188
1032009,735175
1167438,1262351
1332568,1262351
1829036,1262351
1829024,1262351
1829020,1262351
1829012,1262351
1829008,1262351
1583657,1262351
1068930,1145135
798433,1231827
1233700,1231827
1000261,723340
1310743,1304092
1320280,1075337
743317,1145135
1662122,1262351
1828984,1262351
1612361,1019348
1014960,1195034
1719361,1271654
1544061,1271654
1544499,276045
1171550,798654
1280291,1250818
1148580,1016283
1308174,1331937
1271466,1256186
1068926,1262365
1958400,1266107
2117181,1281032
1060955,1086442
1147659,1097514
1252289,1121569
1153210,1163263
1021534,1163263
1997572,1180391
1984372,1180391
1918130,1180391
1264660,1229074
1649065,580573
2301199,1250339
1250193,1250612
1254576,1274252
1217468,1041969
1327082,1293202
1976847,1110363
1360927,1110363
2347650,1110363
1251679,1146607
1250508,1229926
2428317,1270425
1006262,1136665
1073106,722788
2021136,746260
1941024,746260
1460345,746260
1459289,746260
1459176,746260
1160525,746260
1125112,746260
1030965,746260
1269486,746260
1023128,746260
2317603,746260
1692969,1006323
1390630,1265725
1825055,1297248
1233362,1122760
1279522,1125150
1064003,1139650
1593246,2009889
1039241,1330039
1665437,759295
2380481,759295
2380453,759295
1507027,1507035
1059292,1006931
1040428,1006931
1744672,1012326
2223565,1277925
1115282,1035025
2140978,759295
1768922,1266621
794550,1130359
728216,750739
2277694,1242804
1242783,756461
1753301,1246014
1291850,1000270
1037050,1009976
1930195,1266626
1273797,1273365
1075006,1031102
1278869,1031102
2441637,1280998
2438915,1336372
1245977,1095099
1273514,1139580
2200598,756461
1083463,756461
1031435,756461
1111741,1271297
1894423,1031102
1297994,1031102
1157895,380163
1062585,758436
1077150,783382
1662445,798680
1646033,2312107
2440310,1249243
793486,1037059
1116736,1075152
1267796,1156053
1014669,1184678
1686678,1075152
2391308,1075152
1271793,1261721
1310827,1262050
1132435,1262143
1976907,1266343
1126701,1266343
1516668,1266343
1695770,1047211
1259210,1088044
1073685,1125772
1154847,1141184
1338575,2280126
2491565,2491564
2200228,38153
1076146,1271556
1564909,1231466
1651028,768125
2352185,768125
2338873,768125
1522684,768125
1073684,1001312
2378037,1006464
1618397,1007745
1077693,1007745
1078338,1284847
1819753,1149348
1199770,1332238
1029257,751709
183356,181935
1239443,722793
1080789,758749
556947,770845
1017563,1250285
1071844,1005644
1245506,1252683
1314456,1252906
1228820,1264465
1107552,1032332
1283297,1283790
2437990,1290790
1181744,1290790
1150051,1098032
1058635,1098032
1184780,1149831
1790258,1149831
2089434,1177288
1253437,1227945
1283257,725363
1283125,725363
1375653,1271506
1004496,1015633
1971491,1081583
1318636,745425
1227342,759561
1473066,1257357
1273021,1272884
1136036,1027080
2235899,1124004
2452683,2389629
2066782,2389629
1103153,178640
1069234,733553
1155271,735175
1608946,748315
1150071,759344
1537611,1008475
1209683,1009021
2280727,1262184
1719416,1262351
1120214,1265746
1128157,1265878
1984178,1027019
1321584,1307961
1114295,1127927
1214190,1127990
1583652,1262351
1649434,1304092
1412376,1304092
1257424,1238425
2277855,741093
1099561,759561
1074531,1013729
1201099,1265298
1013501,1283571
1185448,1089233
2480936,1179017
2022418,2440071
2460921,1199614
1153607,1265816
739238,568409
1145033,735175
1061458,759344
1245817,760564
1043531,787613
2306593,787613
1017296,1008340
1658150,1262351
1583650,1262351
1264406,1262351
1148908,1265758
1335659,1025983
1685922,1027019
1034166,1131604
1269907,1228309
1125027,1145135
764244,760276
1080914,787492
2345609,1250684
1224296,1019131
2377075,1019348
1829120,1019348
2447822,1281043
754417,1101283
1216451,1013365
1940557,1271654
1899517,1271654
1578917,1271654
2070426,1271654
1189827,784743
2411413,1243450
780226,798654
1269501,1253524
1222830,1266613
1125758,1297209
1006297,1082326
1047382,1111223
2278203,2471803
1099059,1265198
1015642,1265788
1629710,1270514
2361890,1271701
1059625,1281032
1188552,1034826
2362273,1309892
1934533,2383316
1272642,1161454
1094166,1163263
1087122,1163263
2494510,2494232
2494243,2494232
1702575,580573
2476478,741656
2452505,1000053
1204561,1250339
2106711,1250339
1023810,1250339
1456298,1250612
1250523,1250612
1211163,1016867
1027870,1265863
1884838,1026014
1252423,1137640
1250636,1229926
2461889,746260
1275613,746260
1015248,746260
1226165,778088
1099773,1006323
1158052,1265725
1034259,1265725
1337285,1119668
1113563,1136695
1120301,1149179
1177552,1002227
1059338,1330039
1211689,725184
1041961,725184
1260077,1006931
1278669,1278670
1284456,1284455
1187046,1054453
2198561,2198562
1009510,1165330
1282067,2424312
793226,1266621
792967,1266621
742005,1266621
1088297,1054453
1245027,1243848
1954270,756461
1160976,756461
1263486,756461
1137235,1003241
2255480,1265671
1085102,1266289
1930188,1266626
2312223,1266626
2304215,1266626
1074021,1292299
1752027,1752031
1187544,554682
1451517,1271297
2096893,748853
1238345,766656
2424797,798680
1315131,1263511
1034110,1285808
1215913,1074931
1125156,1140366
1088269,1156053
2495945,2439663
1159498,38153
1042571,720941
2062274,1011367
1218511,1018338
1003615,1019354
1035375,1019399
1017124,1265761
1227894,1271556
1221192,1185458
2438911,1214421
1332280,1214421
1244732,38153
1204143,1027080
1279758,568409
2010688,735175
1693122,735175
1329400,735175
1025769,759344
768376,759344
1020581,760564
2298413,760564
1314892,1249537
1294776,1008475
1093876,1284776
1986164,2354326
1180308,1127927
1178540,1143462
1829099,1262351
1739623,1145135
1015726,1145135
2349207,723340
2424139,744663
1943006,2308721
1611366,1007185
1192229,1256354
2279693,1019348
2376979,1019348
1272188,1019348
775448,1025910
2087746,1271654
1105510,725279
2449457,1003010
1336882,1003010
1056027,1011266
1255780,1265740
1096095,1266959
2464387,1060096
1035660,2471803
1279549,1256186
1079775,1262186
1131589,1265959
1647424,1034826
1272594,1127355
2449264,2418490
1945749,1180391
2442096,1180391
1055462,1180391
2494259,2494232
1090991,1256186
1025436,1256186
1187400,126659
1166244,741656
1158253,774391
1147459,774391
1027633,774391
1006466,774391
1076252,797135
1228010,1250339
2388367,1250339
1078077,1250339
2301240,1250339
1066315,1016867
1681657,1265863
2428326,1270425
2322989,1270425
1155992,1122562
1531742,1227998
1271578,744681
1459605,746260
1459561,746260
1876985,746260
1097832,746260
1097314,746260
1247632,746260
431314,746260
1130754,1006323
1186866,1265725
1015220,1119668
2162159,2498744
1054394,746260
1259498,1265183
1247757,1330039
1163096,725184
1246909,725184
1460856,725678
2259771,759295
2017175,1006931
1424794,1006931
2131399,1006931
1251865,1279534
1113383,1282256
1019140,1310525
1128416,1109709
1211430,759295
1768921,1266621
2001225,729460
2001217,729460
1177480,729460
2184879,756461
1279874,796916
1002330,1261719
1093740,1266538
2239538,1266626
1406699,1266626
2097252,1266626
1522008,1266626
1787344,1266626
2304211,1266626
2494490,1421867
1111511,1171340
1378614,1456091
1780526,2437257
1186651,554682
1147125,554682
2017075,756461
1142475,756461
1299479,1266626
1320490,19139
1337603,1235461
2376123,748853
1124336,1010408
1115141,1266503
1017951,1021927
1121525,1030593
1335484,1157913
2177679,2464083
2200042,1075152
1308839,1260215
728472,1265311
1194811,1273391
1058781,1086351
1065243,1088044
1091341,1142260
2438863,1214421
1326762,2440596
1288966,1261721
1401017,1265934
1033769,1271556
2490695,22873
2193740,468157
1256625,468157
1018158,490424
2192615,786224
1150533,1256260
1339044,1265211
1289618,1265211
2355180,1266713
1335745,1100842
1204858,1155223
1118516,787235
1073099,725279
1584186,784743
1584182,784743
1029040,784743
476915,784743
2440962,1243948
1073378,1003010
1011134,1008748
1034610,1011266
1017045,1273382
1148396,1256186
1032029,728264
2296004,756015
2222513,1245172
1023052,1071151
1073416,1086523
1170259,727260
1237290,790237
1226500,1250352
751182,1301748
1863859,1124339
1127044,1124339
1078785,1124339
2100572,1124339
2065879,1124339
1015968,1124339
1188547,1145325
1787371,1464963
1999089,352240
1018382,751197
1072837,1011518
1284152,1263036
1046258,1266510
2314240,1266510
1165466,1022537
2486773,1163417
1589234,1180041
1010310,1457453
1195824,1271481
1030571,787593
1235238,1017105
1016589,1026584
408994,1030585
1612345,2490010
1200787,787593
1250870,787593
1261740,787593
2272092,1013974
791671,769807
2398516,1250219
2446593,1332116
1209606,1332116
1277610,1332116
1269968,1332116
2193757,468157
1110990,490424
1025714,490424
2171329,786721
1030388,787235
1272223,1001364
1249113,1013929
1465324,1262203
1465312,1262203
1823585,1266713
2355185,1266713
1938925,1065361
1119537,1155223
1047230,2489640
1009581,787235
794345,2491588
1250815,1231617
1047740,126609
1134351,728201
1075769,1262275
2455280,1027952
1105894,1037317
1138977,1151770
1967819,1228398
1076644,758327
1025726,742968
2134159,752272
1097506,1246179
2439473,1247426
1079270,1262407
751784,1265643
1266716,1266762
1005879,1274090
1030591,1145227
2159635,760842
1096875,1005794
1045010,1046730
1008581,1053881
1606245,1228385
1315248,1228385
1869822,754906
1043867,754906
1196996,1281947
1011557,1281947
1204140,2489647
2265510,2489647
2327572,2489647
1965700,725363
1050735,728327
1003234,728327
1257062,746859
1102433,1765473
1112428,770845
2412619,1025291
1938853,1092538
1728689,1149831
1384403,1149831
1091795,1227945
1586540,1025291
1973666,1081583
1051707,740556
1255177,745425
1255062,745425
1066312,759561
2489582,1252580
1785159,1011892
1170068,1262421
750911,1265816
1138200,1027080
2127417,1336824
2184840,1124004
1057413,1165661
1244683,1177057
1223512,2450689
1128379,2495721
1114322,1250404
1086286,508998
1887676,760564
2192573,787593
2141491,787593
1321164,1249310
1451062,1262204
1622279,1013974
1038182,1025525
1235042,1025525
1313016,1307758
1171027,1065454
1454668,1332116
1114719,1332116
1134050,1132564
2070237,2435188
1248010,787593
1070308,1332116
1271770,1266134
1262402,1279691
2267581,1035064
1086425,1065361
1724203,1091300
1159907,1092559
2477237,1097515
1610207,1097515
1027709,1209109
1274031,1216724
1103546,787235
1250399,1231617
1250202,1231617
2041429,54506
2042505,741208
1554314,748838
1123043,758327
1074236,1262191
1279505,1266106
1284327,1059452
2220880,1174057
1174191,1214484
1946829,1265873
790126,1284631
1688115,767807
2294032,767807
724742,1243167
1208319,1265822
1146848,1265921
1256398,1271460
1292817,1333775
1213048,1158878
1242903,2433925
1073997,1267691
1198816,1097472
1330551,1238677
1201342,754906
1355470,754906
1538745,760842
2364903,2304086
1274818,1005794
1029408,1025708
1249716,1029314
1352019,1542115
1139476,1046730
1022143,1046730
1873976,1319378
1319379,1319378
1530035,2489647
1661141,754906
1248307,754906
2168993,2489647
1234373,722793
751936,728327
1765478,1765473
1330272,770845
1438668,1243446
528616,795948
1140576,1005644
1046177,1015633
1746321,1016052
1272915,1273231
1833717,1290790
1047450,1090386
1270128,1090386
1512820,1092538
1293712,1130502
1201318,1081583
1655865,1081583
2164214,1081583
2075145,1081583
2074783,1081583
1332324,745425
1271377,745425
1028343,787029
1220850,1017761
2446626,1027080
1337890,1058461
1288468,1058461
1061761,1064609
1024468,1089233
1071969,1102754
2161947,1124004
2487397,1179017
1098270,1250404
1033696,760564
1212785,1000530
1000631,1003515
2320459,1251880
1692909,1253072
2435707,1262351
1376045,1262351
1167272,1267364
1029002,1028457
1079137,735175
1829087,1262351
1829079,1262351
1829063,1262351
1829039,1262351
1829035,1262351
1099964,1145135
1254776,747109
1257655,1264470
1085692,1025910
1992228,1274340
1419377,1082711
1098641,1082711
1251652,1082711
1180949,1110766
1117437,1216232
2391833,1019348
1349880,1271654
2290165,276045
1175866,784743
1789035,784743
757413,1243450
740945,1266613
1337791,1271091
1146218,1297209
2303838,1060096
2485212,1121514
1067096,1149632
1587029,2471803
1029420,784743
1057506,797803
1165220,1262186
2198115,1271701
1221770,1034826
1228508,1059011
1313159,1313160
1272519,1265175
2345081,1058408
1431233,1075374
1203746,1106452
1628649,1262291
1119319,1281157
1931443,722081
1093945,722081
2042499,741208
2041459,2041427
2023715,1084685
1461077,1155665
1276310,1195969
1141526,1213823
1009351,1228398
1257027,1265873
1146509,28705
798264,742968
1146706,1267691
1019688,1025540
1127479,724556
1355464,754906
2313486,754906
1243152,754906
1309994,1507078
1166218,1005885
1124242,1262196
448473,1265790
1142116,1265874
1271684,1029314
2343206,1278931
1168961,1046730
1076378,1155208
1245522,1175417
2277942,2277941
1019138,1228385
1734214,2489647
1261006,1281947
1659959,2489647
1066632,2489647
2200350,722793
1338689,725363
1064727,725363
1171137,728327
1867874,728327
1137759,746859
1022306,1250097
2496576,1277837
1842541,1032332
1241973,1280610
1376536,1290790
1270106,1090386
2177006,1092538
1086666,1098032
2129667,1165063
1719743,1081583
2258407,1081583
2224299,1081583
1098097,1013729
1100691,1262421
1062751,1262421
1248100,1262632
1882190,1017653
1138650,1265764
1138285,1027080
1467209,1279080
1543891,1046967
1338976,1308748
2246123,1124004
1422881,153305
1214305,735175
1087793,735175
1070433,759344
1074310,760564
1023723,760564
1625027,1253072
1010387,1009021
1829073,1262351
2136377,1027019
1160962,1127990
1220453,1262351
1829081,1262351
1829065,1262351
1251891,1262351
1077737,1145135
1248124,131318
1214326,156795
1940636,1235272
1665236,403884
1072317,403884
2073531,403884
1209981,725249
1184670,725249
1650382,725249
2305688,1029274
2469267,1030896
1355909,730063
1635577,1015153
1425911,1262395
1073691,1531062
1308826,1281947
1564101,1037422
1124078,1175417
1218185,1228385
1065029,1228385
1078843,1262355
1321129,1262355
1744240,1579619
1228092,403884
1075879,181935
1062093,722793
1504777,722793
758659,728327
1255442,742301
1021668,746859
1077574,752417
1179397,1765473
1077080,1765473
1582988,1013677
1282182,1025291
1043917,1280610
1833704,1290790
1080485,1090386
1102571,1149831
1853778,2437354
787625,1227893
1792907,1081583
2325666,1081583
1252753,745425
2275652,759561
2275628,759561
2224475,759561
1616680,1006549
1446095,1256648
746917,1261592
1067470,1020932
1008762,1093141
1297339,759561
1580273,2491216
1028158,735175
778099,741323
1122524,1251880
1001116,1251880
1250785,1284776
1000861,2354326
1315423,1171684
1075530,1262351
1829082,1262351
1829070,1262351
1829062,1262351
1829030,1262351
2375006,760276
1106852,1019131
1021644,1265799
2073766,1267819
1165305,1025910
2484635,1274340
2311402,1101283
1337284,1216232
1755837,1271654
1420741,744663
1192005,1265799
1251014,1267819
1162011,1073093
1063939,1330009
2324341,2423956
1050060,1201728
2347578,2452858
776208,1274340
1472593,1101283
1505473,1274340
1054984,784743
1572673,1244048
1270103,2327425
1552707,1262230
1327070,1279024
1232286,1144165
1762971,2406491
1913301,2471803
2362274,2471803
1070151,1265824
2238645,1034826
1313297,1034826
1024762,1063971
1273215,1123856
2221688,2236232
2014349,1180391
1948180,1180391
1784936,1180391
1167064,1230158
2494236,2494232
1105212,1256186
1044859,1256186
580574,580573
1254950,739122
2476473,741656
2468468,741656
1318581,748804
1485945,1250339
2337271,1250339
2301251,1250339
1405731,1014778
1011469,1262209
1038093,1016867
1010605,1016867
2270425,1110363
1515126,1110363
1515118,1110363
1723469,742344
1565629,744681
2271216,746260
1877147,746260
1380084,746260
1000225,746260
1223833,1006323
1107047,1015708
1825059,1297248
2129079,1119668
1257437,1122760
2498765,2498744
2364157,2498744
1017809,1265725
1091494,1330039
1200257,725184
1107300,725184
1095064,725184
1071689,725184
1052855,725184
2392536,1006931
1080182,1006931
1042110,1006931
1272801,1261991
2284842,1012888
1505738,1014035
1118808,2066142
1005788,1282256
1137555,1054453
1103268,1006931
1202859,1266621
760247,750739
1095707,1242804
1803890,756461
1516716,756461
771415,756461
1480624,1246014
1276335,1246014
1466621,796916
2053790,1004583
2265795,1265671
2304220,1266626
1134961,1031102
1064099,1031102
1049615,1266538
1886813,1271297
1138750,1271297
1335897,1271297
1108613,1031102
783010,1031102
2460643,1031102
1451386,1271297
1716373,720934
2454642,798680
2440314,1249243
1726878,1265180
1023490,1265180
1166338,1265722
1125693,1266475
1629484,1021406
1101975,1266343
2437979,1395976
2477425,1141184
1153329,1185458
1085266,1205747
2438868,1214421
1207092,1265114
1050936,1266468
2217624,1289650
1680191,1109238
2474077,760851
1573004,1244067
2309596,1251278
1044623,1265305
2355211,1281091
1185934,1035158
1036387,1035158
1870327,1285552
2178550,1307735
1178199,1095394
1026267,1109048
1006703,1025641
1125280,1025641
1011815,740556
1119626,745425
1356227,745425
1244780,745425
1201708,787029
2303195,787029
2488762,790972
1044125,1265764
1228237,1308748
2436888,1058461
1202354,735175
2244738,741323
1073782,787613
1828975,1262351
1325268,1312226
1365813,1626968
1005036,735175
1829083,1262351
1829055,1262351
1829051,1262351
1829031,1262351
1829003,1262351
1828999,1262351
1194405,1145135
2017370,730661
1104638,1019131
1205545,1266719
1266233,1266719
1248853,1274340
1270887,1284267
1071625,732938
2086757,739122
1039643,1246154
1134328,788098
2434305,1014778
1026072,1016867
1016868,1016867
2428321,1270425
2065887,1270425
1336318,1279677
1284336,1284335
1506031,1048358
1111115,1064538
1085045,1110363
2277437,1136665
2415675,2415672
2306284,1228392
774563,1228392
2495954,1229926
2130096,723340
1332213,1279834
1148125,1082711
1076400,1082711
2311395,1101283
2201086,1449461
1220539,1195034
1744129,1235302
1275441,1265382
1269883,1269880
1945729,1180391
2378784,1180391
2494235,2494232
1256463,1256186
1124461,1256186
1035491,1163263
1036198,126659
2063170,126659
1179830,774391
1196696,1250339
1874251,1250339
1267534,1267526
1271859,1271798
1567570,1110363
1160345,1133352
1106403,285055
2441148,1000370
1015280,722788
1736718,746260
2441417,746260
1877463,746260
1877431,746260
1380083,746260
2165395,746260
1494564,746260
1034945,774494
1065016,778088
1071451,790132
1286508,790287
1077276,1006323
1176713,1256228
1039989,1015708
1015144,1265901
2003907,1267564
2275506,1042930
1055908,1119668
1460055,746260
1090568,746260
1025512,1265725
1088528,725184
252027,725184
731962,735125
2338425,759295
1178620,1006425
1191723,1006931
1187807,1006931
1635237,1006931
1043551,1029089
2304934,1279534
2023944,1180058
2312403,2424312
1054330,1266621
1266514,1130359
2383606,729460
1153522,733564
1271019,1243848
1713633,756461
1635763,1246014
2201528,1246014
2392638,1246014
1398544,1000270
1201214,1019834
1016437,1019834
1062534,1265671
1006374,1266289
726416,1266289
1685665,1266626
2304223,1266626
1087126,1271907
1010072,1141431
1215447,2238550
1249732,1228304
1073639,756461
1269196,756461
1052421,1292299
1294917,1271297
1890344,758436
1180364,766656
1489046,798680
1041222,798680
1258370,798680
1315135,1263511
1051692,1124101
2436197,2436196
1285926,1251039
1135054,1018338
1254900,1265118
2279678,1266343
1126710,1266343
1516679,1266343
1516671,1266343
1140182,1141184
1098474,1178261
1051174,1266468
1224268,38153
725268,38153
1164396,735175
1075767,760564
2436702,1000797
1000630,1003515
755432,1251880
2297954,1049099
1966597,2354326
1133780,1059451
2109649,1075690
1123755,1107679
1156551,1015197
2089014,1262351
1829014,1262351
1282023,1145135
1370944,722769
1284919,1267836
1629759,1270514
1629711,1270514
1307842,1304174
2023679,2383316
2292718,1180391
1003200,1123856
1052829,1256186
2476483,741656
1099632,1250339
2125865,1250339
2301221,1250339
1628976,1011449
1575740,1069909
1075144,1124397
2277427,1136665
1311226,1178299
2165047,1227998
2239703,1228392
2190101,389211
1073104,722788
1237075,722788
1753516,742344
1082802,744681
2490925,746260
2488444,746260
1459865,746260
1458853,746260
1876993,746260
1134031,746260
1066515,746260
1060616,746260
1063527,1006323
1632634,1013877
2168996,2328147
1221269,1265725
1042717,1265725
1276062,1274294
1825053,1297248
2349465,1122760
1245864,1122760
1233200,744681
1092849,746260
1853750,1265725
1107864,725184
1107860,725184
1041319,725184
1791269,725184
799210,759295
2331388,1006931
2331384,1006931
1648210,1279534
1006467,1165330
1105101,1253014
2001216,729460
1115898,733564
2277636,1242804
1604681,1242804
1233770,1242804
1788261,756461
1256753,792230
2053788,1004583
1609287,1266626
2304166,1266626
1040689,1029147
1246740,1280998
1429712,2439835
2390065,1752031
1197725,554682
2042177,1235461
1125492,766656
1064559,775123
1134736,1264455
378175,1265722
1226538,1075152
1028318,1134278
745383,1228365
1301761,798447
1104455,1075152
1124137,762487
1247792,1019399
1049492,1266343
2103686,2182122
1264658,1142260
2095927,1265934
1192582,1001802
2433954,1787411
1050443,1019399
1624553,1279093
1660465,1084136
1007833,1084136
1118476,1142260
1095718,1185458
1203177,1109238
1035967,38153
1063895,1013365
2081258,2081260
